"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "281", "GumballMachineTestDrive.java:83", "Field Write", "context=GumballMachine:1, count=3"
"main", "282", "GumballMachineTestDrive.java:85", "Line Step", "file=GumballMachineTestDrive.java, line=85"
"main", "283", "GumballMachineTestDrive.java:85", "Method Exit", "returner=GumballMachine:1#releaseBall:2, value=<void>"
"main", "284", "GumballMachineTestDrive.java:247", "Method Returned", ""
"main", "285", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "286", "GumballMachineTestDrive.java:248", "Field Read", "context=SoldState:1, gumballMachine"
"main", "287", "GumballMachineTestDrive.java:248", "Method Call", "caller=SoldState:1#dispense:2, target=GumballMachine:1#getCount:2"
"main", "288", "GumballMachineTestDrive.java:100", "Method Entered", ""
"main", "289", "GumballMachineTestDrive.java:102", "Line Step", "file=GumballMachineTestDrive.java, line=102"
"main", "290", "GumballMachineTestDrive.java:102", "Field Read", "context=GumballMachine:1, count"
"main", "291", "GumballMachineTestDrive.java:102", "Variable Write", "context=GumballMachine:1#getCount:2, result=3"
"main", "292", "GumballMachineTestDrive.java:102", "Method Exit", "returner=GumballMachine:1#getCount:2, value=3"
"main", "293", "GumballMachineTestDrive.java:248", "Method Returned", ""
"main", "294", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "295", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "296", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "297", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "298", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:2, target=GumballMachine:1#getNoQuarterState:2"
"main", "299", "GumballMachineTestDrive.java:87", "Method Entered", ""
"main", "300", "GumballMachineTestDrive.java:88", "Line Step", "file=GumballMachineTestDrive.java, line=88"
"main", "301", "GumballMachineTestDrive.java:88", "Field Read", "context=GumballMachine:1, noQuarterState"
"main", "302", "GumballMachineTestDrive.java:88", "Variable Write", "context=GumballMachine:1#getNoQuarterState:2, result=NoQuarterState:1"
"main", "303", "GumballMachineTestDrive.java:88", "Method Exit", "returner=GumballMachine:1#getNoQuarterState:2, value=NoQuarterState:1"
"main", "304", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "305", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "306", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:2, target=GumballMachine:1#setState:6"
"main", "307", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "308", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:6, state=NoQuarterState:1"
"main", "309", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "310", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=NoQuarterState:1"
"main", "311", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "312", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:6, value=<void>"
"main", "313", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "314", "GumballMachineTestDrive.java:251", "Line Step", "file=GumballMachineTestDrive.java, line=251"
"main", "315", "GumballMachineTestDrive.java:256", "Line Step", "file=GumballMachineTestDrive.java, line=256"
"main", "316", "GumballMachineTestDrive.java:256", "Method Exit", "returner=SoldState:1#dispense:2, value=<void>"
"main", "317", "GumballMachineTestDrive.java:73", "Method Returned", ""
"main", "318", "GumballMachineTestDrive.java:74", "Line Step", "file=GumballMachineTestDrive.java, line=74"
"main", "319", "GumballMachineTestDrive.java:74", "Method Exit", "returner=GumballMachine:1#turnCrank:2, value=<void>"
"main", "320", "GumballMachineTestDrive.java:14", "Method Returned", ""
"main", "321", "GumballMachineTestDrive.java:15", "Line Step", "file=GumballMachineTestDrive.java, line=15"
"main", "322", "GumballMachineTestDrive.java:15", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#insertQuarter:3"
"main", "323", "GumballMachineTestDrive.java:63", "Method Entered", ""
"main", "324", "GumballMachineTestDrive.java:64", "Line Step", "file=GumballMachineTestDrive.java, line=64"
"main", "325", "GumballMachineTestDrive.java:64", "Field Read", "context=GumballMachine:1, state"
"main", "326", "GumballMachineTestDrive.java:64", "Method Call", "caller=GumballMachine:1#insertQuarter:3, target=NoQuarterState:1#insertQuarter:3"
"main", "327", "GumballMachineTestDrive.java:157", "Method Entered", ""
"main", "328", "GumballMachineTestDrive.java:159", "Line Step", "file=GumballMachineTestDrive.java, line=159"
"main", "329", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "330", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "331", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "332", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:3, target=GumballMachine:1#getHasQuarterState:3"
"main", "333", "GumballMachineTestDrive.java:95", "Method Entered", ""
"main", "334", "GumballMachineTestDrive.java:96", "Line Step", "file=GumballMachineTestDrive.java, line=96"
"main", "335", "GumballMachineTestDrive.java:96", "Field Read", "context=GumballMachine:1, hasQuarterState"
"main", "336", "GumballMachineTestDrive.java:96", "Variable Write", "context=GumballMachine:1#getHasQuarterState:3, result=HasQuarterState:1"
"main", "337", "GumballMachineTestDrive.java:96", "Method Exit", "returner=GumballMachine:1#getHasQuarterState:3, value=HasQuarterState:1"
"main", "338", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "339", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "340", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:3, target=GumballMachine:1#setState:7"
"main", "341", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "342", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:7, state=HasQuarterState:1"
"main", "343", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "344", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=HasQuarterState:1"
"main", "345", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "346", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:7, value=<void>"
"main", "347", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "348", "GumballMachineTestDrive.java:162", "Line Step", "file=GumballMachineTestDrive.java, line=162"
"main", "349", "GumballMachineTestDrive.java:162", "Method Exit", "returner=NoQuarterState:1#insertQuarter:3, value=<void>"
"main", "350", "GumballMachineTestDrive.java:64", "Method Returned", ""
"main", "351", "GumballMachineTestDrive.java:65", "Line Step", "file=GumballMachineTestDrive.java, line=65"
"main", "352", "GumballMachineTestDrive.java:65", "Method Exit", "returner=GumballMachine:1#insertQuarter:3, value=<void>"
"main", "353", "GumballMachineTestDrive.java:15", "Method Returned", ""
"main", "354", "GumballMachineTestDrive.java:16", "Line Step", "file=GumballMachineTestDrive.java, line=16"
"main", "355", "GumballMachineTestDrive.java:16", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#turnCrank:3"
"main", "356", "GumballMachineTestDrive.java:71", "Method Entered", ""
"main", "357", "GumballMachineTestDrive.java:72", "Line Step", "file=GumballMachineTestDrive.java, line=72"
"main", "358", "GumballMachineTestDrive.java:72", "Field Read", "context=GumballMachine:1, state"
"main", "359", "GumballMachineTestDrive.java:72", "Method Call", "caller=GumballMachine:1#turnCrank:3, target=HasQuarterState:1#turnCrank:3"
"main", "360", "GumballMachineTestDrive.java:127", "Method Entered", ""
"main", "361", "GumballMachineTestDrive.java:128", "Line Step", "file=GumballMachineTestDrive.java, line=128"
"main", "362", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "363", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "364", "GumballMachineTestDrive.java:129", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "365", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:3, target=GumballMachine:1#getSoldState:3"
"main", "366", "GumballMachineTestDrive.java:91", "Method Entered", ""
"main", "367", "GumballMachineTestDrive.java:92", "Line Step", "file=GumballMachineTestDrive.java, line=92"
"main", "368", "GumballMachineTestDrive.java:92", "Field Read", "context=GumballMachine:1, soldState"
"main", "369", "GumballMachineTestDrive.java:92", "Variable Write", "context=GumballMachine:1#getSoldState:3, result=SoldState:1"
"main", "370", "GumballMachineTestDrive.java:92", "Method Exit", "returner=GumballMachine:1#getSoldState:3, value=SoldState:1"
"main", "371", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "372", "GumballMachineTestDrive.java:129", "Line Step", "file=GumballMachineTestDrive.java, line=129"
"main", "373", "GumballMachineTestDrive.java:129", "Method Call", "caller=HasQuarterState:1#turnCrank:3, target=GumballMachine:1#setState:8"
"main", "374", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "375", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:8, state=SoldState:1"
"main", "376", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "377", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=SoldState:1"
"main", "378", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "379", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:8, value=<void>"
"main", "380", "GumballMachineTestDrive.java:129", "Method Returned", ""
"main", "381", "GumballMachineTestDrive.java:131", "Line Step", "file=GumballMachineTestDrive.java, line=131"
"main", "382", "GumballMachineTestDrive.java:131", "Method Exit", "returner=HasQuarterState:1#turnCrank:3, value=<void>"
"main", "383", "GumballMachineTestDrive.java:72", "Method Returned", ""
"main", "384", "GumballMachineTestDrive.java:73", "Line Step", "file=GumballMachineTestDrive.java, line=73"
"main", "385", "GumballMachineTestDrive.java:73", "Field Read", "context=GumballMachine:1, state"
"main", "386", "GumballMachineTestDrive.java:73", "Method Call", "caller=GumballMachine:1#turnCrank:3, target=SoldState:1#dispense:3"
"main", "387", "GumballMachineTestDrive.java:246", "Method Entered", ""
"main", "388", "GumballMachineTestDrive.java:247", "Line Step", "file=GumballMachineTestDrive.java, line=247"
"main", "389", "GumballMachineTestDrive.java:247", "Field Read", "context=SoldState:1, gumballMachine"
"main", "390", "GumballMachineTestDrive.java:247", "Method Call", "caller=SoldState:1#dispense:3, target=GumballMachine:1#releaseBall:3"
"main", "391", "GumballMachineTestDrive.java:80", "Method Entered", ""
"main", "392", "GumballMachineTestDrive.java:81", "Line Step", "file=GumballMachineTestDrive.java, line=81"
"main", "393", "GumballMachineTestDrive.java:82", "Line Step", "file=GumballMachineTestDrive.java, line=82"
"main", "394", "GumballMachineTestDrive.java:82", "Field Read", "context=GumballMachine:1, count"
"main", "395", "GumballMachineTestDrive.java:83", "Line Step", "file=GumballMachineTestDrive.java, line=83"
"main", "396", "GumballMachineTestDrive.java:83", "Field Read", "context=GumballMachine:1, count"
"main", "397", "GumballMachineTestDrive.java:83", "Field Write", "context=GumballMachine:1, count=2"
"main", "398", "GumballMachineTestDrive.java:85", "Line Step", "file=GumballMachineTestDrive.java, line=85"
"main", "399", "GumballMachineTestDrive.java:85", "Method Exit", "returner=GumballMachine:1#releaseBall:3, value=<void>"
"main", "400", "GumballMachineTestDrive.java:247", "Method Returned", ""
"main", "401", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "402", "GumballMachineTestDrive.java:248", "Field Read", "context=SoldState:1, gumballMachine"
"main", "403", "GumballMachineTestDrive.java:248", "Method Call", "caller=SoldState:1#dispense:3, target=GumballMachine:1#getCount:3"
"main", "404", "GumballMachineTestDrive.java:100", "Method Entered", ""
"main", "405", "GumballMachineTestDrive.java:102", "Line Step", "file=GumballMachineTestDrive.java, line=102"
"main", "406", "GumballMachineTestDrive.java:102", "Field Read", "context=GumballMachine:1, count"
"main", "407", "GumballMachineTestDrive.java:102", "Variable Write", "context=GumballMachine:1#getCount:3, result=2"
"main", "408", "GumballMachineTestDrive.java:102", "Method Exit", "returner=GumballMachine:1#getCount:3, value=2"
"main", "409", "GumballMachineTestDrive.java:248", "Method Returned", ""
"main", "410", "GumballMachineTestDrive.java:248", "Line Step", "file=GumballMachineTestDrive.java, line=248"
"main", "411", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "412", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "413", "GumballMachineTestDrive.java:249", "Field Read", "context=SoldState:1, gumballMachine"
"main", "414", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:3, target=GumballMachine:1#getNoQuarterState:3"
"main", "415", "GumballMachineTestDrive.java:87", "Method Entered", ""
"main", "416", "GumballMachineTestDrive.java:88", "Line Step", "file=GumballMachineTestDrive.java, line=88"
"main", "417", "GumballMachineTestDrive.java:88", "Field Read", "context=GumballMachine:1, noQuarterState"
"main", "418", "GumballMachineTestDrive.java:88", "Variable Write", "context=GumballMachine:1#getNoQuarterState:3, result=NoQuarterState:1"
"main", "419", "GumballMachineTestDrive.java:88", "Method Exit", "returner=GumballMachine:1#getNoQuarterState:3, value=NoQuarterState:1"
"main", "420", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "421", "GumballMachineTestDrive.java:249", "Line Step", "file=GumballMachineTestDrive.java, line=249"
"main", "422", "GumballMachineTestDrive.java:249", "Method Call", "caller=SoldState:1#dispense:3, target=GumballMachine:1#setState:9"
"main", "423", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "424", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:9, state=NoQuarterState:1"
"main", "425", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "426", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=NoQuarterState:1"
"main", "427", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "428", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:9, value=<void>"
"main", "429", "GumballMachineTestDrive.java:249", "Method Returned", ""
"main", "430", "GumballMachineTestDrive.java:251", "Line Step", "file=GumballMachineTestDrive.java, line=251"
"main", "431", "GumballMachineTestDrive.java:256", "Line Step", "file=GumballMachineTestDrive.java, line=256"
"main", "432", "GumballMachineTestDrive.java:256", "Method Exit", "returner=SoldState:1#dispense:3, value=<void>"
"main", "433", "GumballMachineTestDrive.java:73", "Method Returned", ""
"main", "434", "GumballMachineTestDrive.java:74", "Line Step", "file=GumballMachineTestDrive.java, line=74"
"main", "435", "GumballMachineTestDrive.java:74", "Method Exit", "returner=GumballMachine:1#turnCrank:3, value=<void>"
"main", "436", "GumballMachineTestDrive.java:16", "Method Returned", ""
"main", "437", "GumballMachineTestDrive.java:17", "Line Step", "file=GumballMachineTestDrive.java, line=17"
"main", "438", "GumballMachineTestDrive.java:19", "Line Step", "file=GumballMachineTestDrive.java, line=19"
"main", "439", "GumballMachineTestDrive.java:20", "Line Step", "file=GumballMachineTestDrive.java, line=20"
"main", "440", "GumballMachineTestDrive.java:20", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#insertQuarter:4"
"main", "441", "GumballMachineTestDrive.java:63", "Method Entered", ""
"main", "442", "GumballMachineTestDrive.java:64", "Line Step", "file=GumballMachineTestDrive.java, line=64"
"main", "443", "GumballMachineTestDrive.java:64", "Field Read", "context=GumballMachine:1, state"
"main", "444", "GumballMachineTestDrive.java:64", "Method Call", "caller=GumballMachine:1#insertQuarter:4, target=NoQuarterState:1#insertQuarter:4"
"main", "445", "GumballMachineTestDrive.java:157", "Method Entered", ""
"main", "446", "GumballMachineTestDrive.java:159", "Line Step", "file=GumballMachineTestDrive.java, line=159"
"main", "447", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "448", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "449", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "450", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:4, target=GumballMachine:1#getHasQuarterState:4"
"main", "451", "GumballMachineTestDrive.java:95", "Method Entered", ""
"main", "452", "GumballMachineTestDrive.java:96", "Line Step", "file=GumballMachineTestDrive.java, line=96"
"main", "453", "GumballMachineTestDrive.java:96", "Field Read", "context=GumballMachine:1, hasQuarterState"
"main", "454", "GumballMachineTestDrive.java:96", "Variable Write", "context=GumballMachine:1#getHasQuarterState:4, result=HasQuarterState:1"
"main", "455", "GumballMachineTestDrive.java:96", "Method Exit", "returner=GumballMachine:1#getHasQuarterState:4, value=HasQuarterState:1"
"main", "456", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "457", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "458", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:4, target=GumballMachine:1#setState:10"
"main", "459", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "460", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:10, state=HasQuarterState:1"
"main", "461", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "462", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=HasQuarterState:1"
"main", "463", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "464", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:10, value=<void>"
"main", "465", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "466", "GumballMachineTestDrive.java:162", "Line Step", "file=GumballMachineTestDrive.java, line=162"
"main", "467", "GumballMachineTestDrive.java:162", "Method Exit", "returner=NoQuarterState:1#insertQuarter:4, value=<void>"
"main", "468", "GumballMachineTestDrive.java:64", "Method Returned", ""
"main", "469", "GumballMachineTestDrive.java:65", "Line Step", "file=GumballMachineTestDrive.java, line=65"
"main", "470", "GumballMachineTestDrive.java:65", "Method Exit", "returner=GumballMachine:1#insertQuarter:4, value=<void>"
"main", "471", "GumballMachineTestDrive.java:20", "Method Returned", ""
"main", "472", "GumballMachineTestDrive.java:21", "Line Step", "file=GumballMachineTestDrive.java, line=21"
"main", "473", "GumballMachineTestDrive.java:21", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#ejectQuarter:1"
"main", "474", "GumballMachineTestDrive.java:67", "Method Entered", ""
"main", "475", "GumballMachineTestDrive.java:68", "Line Step", "file=GumballMachineTestDrive.java, line=68"
"main", "476", "GumballMachineTestDrive.java:68", "Field Read", "context=GumballMachine:1, state"
"main", "477", "GumballMachineTestDrive.java:68", "Method Call", "caller=GumballMachine:1#ejectQuarter:1, target=HasQuarterState:1#ejectQuarter:1"
"main", "478", "GumballMachineTestDrive.java:134", "Method Entered", ""
"main", "479", "GumballMachineTestDrive.java:135", "Line Step", "file=GumballMachineTestDrive.java, line=135"
"main", "480", "GumballMachineTestDrive.java:136", "Line Step", "file=GumballMachineTestDrive.java, line=136"
"main", "481", "GumballMachineTestDrive.java:136", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "482", "GumballMachineTestDrive.java:136", "Field Read", "context=HasQuarterState:1, gumballMachine"
"main", "483", "GumballMachineTestDrive.java:136", "Method Call", "caller=HasQuarterState:1#ejectQuarter:1, target=GumballMachine:1#getNoQuarterState:4"
"main", "484", "GumballMachineTestDrive.java:87", "Method Entered", ""
"main", "485", "GumballMachineTestDrive.java:88", "Line Step", "file=GumballMachineTestDrive.java, line=88"
"main", "486", "GumballMachineTestDrive.java:88", "Field Read", "context=GumballMachine:1, noQuarterState"
"main", "487", "GumballMachineTestDrive.java:88", "Variable Write", "context=GumballMachine:1#getNoQuarterState:4, result=NoQuarterState:1"
"main", "488", "GumballMachineTestDrive.java:88", "Method Exit", "returner=GumballMachine:1#getNoQuarterState:4, value=NoQuarterState:1"
"main", "489", "GumballMachineTestDrive.java:136", "Method Returned", ""
"main", "490", "GumballMachineTestDrive.java:136", "Line Step", "file=GumballMachineTestDrive.java, line=136"
"main", "491", "GumballMachineTestDrive.java:136", "Method Call", "caller=HasQuarterState:1#ejectQuarter:1, target=GumballMachine:1#setState:11"
"main", "492", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "493", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:11, state=NoQuarterState:1"
"main", "494", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "495", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=NoQuarterState:1"
"main", "496", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "497", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:11, value=<void>"
"main", "498", "GumballMachineTestDrive.java:136", "Method Returned", ""
"main", "499", "GumballMachineTestDrive.java:138", "Line Step", "file=GumballMachineTestDrive.java, line=138"
"main", "500", "GumballMachineTestDrive.java:138", "Method Exit", "returner=HasQuarterState:1#ejectQuarter:1, value=<void>"
"main", "501", "GumballMachineTestDrive.java:68", "Method Returned", ""
"main", "502", "GumballMachineTestDrive.java:69", "Line Step", "file=GumballMachineTestDrive.java, line=69"
"main", "503", "GumballMachineTestDrive.java:69", "Method Exit", "returner=GumballMachine:1#ejectQuarter:1, value=<void>"
"main", "504", "GumballMachineTestDrive.java:21", "Method Returned", ""
"main", "505", "GumballMachineTestDrive.java:22", "Line Step", "file=GumballMachineTestDrive.java, line=22"
"main", "506", "GumballMachineTestDrive.java:22", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#turnCrank:4"
"main", "507", "GumballMachineTestDrive.java:71", "Method Entered", ""
"main", "508", "GumballMachineTestDrive.java:72", "Line Step", "file=GumballMachineTestDrive.java, line=72"
"main", "509", "GumballMachineTestDrive.java:72", "Field Read", "context=GumballMachine:1, state"
"main", "510", "GumballMachineTestDrive.java:72", "Method Call", "caller=GumballMachine:1#turnCrank:4, target=NoQuarterState:1#turnCrank:1"
"main", "511", "GumballMachineTestDrive.java:200", "Method Entered", ""
"main", "512", "GumballMachineTestDrive.java:201", "Line Step", "file=GumballMachineTestDrive.java, line=201"
"main", "513", "GumballMachineTestDrive.java:203", "Line Step", "file=GumballMachineTestDrive.java, line=203"
"main", "514", "GumballMachineTestDrive.java:203", "Method Exit", "returner=NoQuarterState:1#turnCrank:1, value=<void>"
"main", "515", "GumballMachineTestDrive.java:72", "Method Returned", ""
"main", "516", "GumballMachineTestDrive.java:73", "Line Step", "file=GumballMachineTestDrive.java, line=73"
"main", "517", "GumballMachineTestDrive.java:73", "Field Read", "context=GumballMachine:1, state"
"main", "518", "GumballMachineTestDrive.java:73", "Method Call", "caller=GumballMachine:1#turnCrank:4, target=NoQuarterState:1#dispense:1"
"main", "519", "GumballMachineTestDrive.java:212", "Method Entered", ""
"main", "520", "GumballMachineTestDrive.java:213", "Line Step", "file=GumballMachineTestDrive.java, line=213"
"main", "521", "GumballMachineTestDrive.java:215", "Line Step", "file=GumballMachineTestDrive.java, line=215"
"main", "522", "GumballMachineTestDrive.java:215", "Method Exit", "returner=NoQuarterState:1#dispense:1, value=<void>"
"main", "523", "GumballMachineTestDrive.java:73", "Method Returned", ""
"main", "524", "GumballMachineTestDrive.java:74", "Line Step", "file=GumballMachineTestDrive.java, line=74"
"main", "525", "GumballMachineTestDrive.java:74", "Method Exit", "returner=GumballMachine:1#turnCrank:4, value=<void>"
"main", "526", "GumballMachineTestDrive.java:22", "Method Returned", ""
"main", "527", "GumballMachineTestDrive.java:23", "Line Step", "file=GumballMachineTestDrive.java, line=23"
"main", "528", "GumballMachineTestDrive.java:24", "Line Step", "file=GumballMachineTestDrive.java, line=24"
"main", "529", "GumballMachineTestDrive.java:24", "Method Call", "caller=GumballMachineTestDrive#main:1, target=GumballMachine:1#insertQuarter:5"
"main", "530", "GumballMachineTestDrive.java:63", "Method Entered", ""
"main", "531", "GumballMachineTestDrive.java:64", "Line Step", "file=GumballMachineTestDrive.java, line=64"
"main", "532", "GumballMachineTestDrive.java:64", "Field Read", "context=GumballMachine:1, state"
"main", "533", "GumballMachineTestDrive.java:64", "Method Call", "caller=GumballMachine:1#insertQuarter:5, target=NoQuarterState:1#insertQuarter:5"
"main", "534", "GumballMachineTestDrive.java:157", "Method Entered", ""
"main", "535", "GumballMachineTestDrive.java:159", "Line Step", "file=GumballMachineTestDrive.java, line=159"
"main", "536", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "537", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "538", "GumballMachineTestDrive.java:160", "Field Read", "context=NoQuarterState:1, gumballMachine"
"main", "539", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:5, target=GumballMachine:1#getHasQuarterState:5"
"main", "540", "GumballMachineTestDrive.java:95", "Method Entered", ""
"main", "541", "GumballMachineTestDrive.java:96", "Line Step", "file=GumballMachineTestDrive.java, line=96"
"main", "542", "GumballMachineTestDrive.java:96", "Field Read", "context=GumballMachine:1, hasQuarterState"
"main", "543", "GumballMachineTestDrive.java:96", "Variable Write", "context=GumballMachine:1#getHasQuarterState:5, result=HasQuarterState:1"
"main", "544", "GumballMachineTestDrive.java:96", "Method Exit", "returner=GumballMachine:1#getHasQuarterState:5, value=HasQuarterState:1"
"main", "545", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "546", "GumballMachineTestDrive.java:160", "Line Step", "file=GumballMachineTestDrive.java, line=160"
"main", "547", "GumballMachineTestDrive.java:160", "Method Call", "caller=NoQuarterState:1#insertQuarter:5, target=GumballMachine:1#setState:12"
"main", "548", "GumballMachineTestDrive.java:76", "Method Entered", ""
"main", "549", "GumballMachineTestDrive.java:76", "Variable Write", "context=GumballMachine:1#setState:12, state=HasQuarterState:1"
"main", "550", "GumballMachineTestDrive.java:77", "Line Step", "file=GumballMachineTestDrive.java, line=77"
"main", "551", "GumballMachineTestDrive.java:77", "Field Write", "context=GumballMachine:1, state=HasQuarterState:1"
"main", "552", "GumballMachineTestDrive.java:78", "Line Step", "file=GumballMachineTestDrive.java, line=78"
"main", "553", "GumballMachineTestDrive.java:78", "Method Exit", "returner=GumballMachine:1#setState:12, value=<void>"
"main", "554", "GumballMachineTestDrive.java:160", "Method Returned", ""
"main", "555", "GumballMachineTestDrive.java:162", "Line Step", "file=GumballMachineTestDrive.java, line=162"
"main", "556", "GumballMachineTestDrive.java:162", "Method Exit", "returner=NoQuarterState:1#insertQuarter:5, value=<void>"
"main", "557", "GumballMachineTestDrive.java:64", "Method Returned", ""
"main", "558", "GumballMachineTestDrive.java:65", "Line Step", "file=GumballMachineTestDrive.java, line=65"
"main", "559", "GumballMachineTestDrive.java:65", "Method Exit", "returner=GumballMachine:1#insertQuarter:5, value=<void>"
